DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
18211	__label2__	5	Y	Furniture	B00EQG7KEI	"Classic Brands Hercules Platform Heavy Duty Metal Bed Frame/Mattress Foundation, Twin"	Great for guests	"Bought this in the twin size for a visitor; it worked great with our twin sized foam mattress. Very sturdy and supportive, easy to set up, lots of room for a suitcase underneath, easy to fold up and store."
18212	__label2__	1	Y	Video Games	B00O9JLAX4	PlayStation 4 Black Friday Bundle - Grand Theft Auto V and The Last of Us Remastered	... there is no way to contact the sellers not happy at all why sell somethingknowing that it doesn't	Game is stuck on safemode did everything to try to get it unstuck but nothing worked have to pay someone to do it for us and I want a refund because I cannot even contact the seller because there is no way to contact the sellers not happy at all why sell somethingknowing that it doesn't work
18213	__label2__	1	Y	Pet Products	B001MUM2OE	"u•groom Ergonomic Nail Trimmers — Non-Slip Trimmers for Clipping Pet Nails - Large, 6½"""	Very Poor Quality	These clippers are very cheaply made. They broke upon first use. Now I have a dog with half clipped claws. Returning them today.
18214	__label2__	5	Y	Health & Personal Care	B0089VO5Y4	"Huggies Snug and Dry Diapers Economy Plus, Size 5, 172 Count"	"Huggies Snug and Dry Diapers Economy Plus, Size 5, 172 Count"	Great Product. These diapers hold up to the challenge of a two year old on the move. I have yet to come across a challenge that these have not been able to meet.
18215	__label2__	5	N	Musical Instruments	B001Q7N1Z2	First Act MX051 Guitar Stand	Solid and reliable for holding your instrument	"My brother has been playing bass guitar for the past few years and every six months or so, I see him tossing another busted stand into the trash. I asked him why he was going through them so quickly and he told me its because he keeps buying the cheap plastic kind because he thinks that's all he needs. Well after going through three of them in the span of six months, I knew I had to intervene and provide a little guidance and assistance. I did my research and found this little guitar stand not only provides an amazing amount of durability but also the best bang for your buck.<br /><br />When I purchased this item, I wanted to see how strong it was. I had already visited the local music store to compare. They started at $30 and shot all the way up to $100. Now I know musicians love to display their instruments but a hundred bucks is where I draw the line. When I saw this priced at under $20, I knew that was a fair amount but it wasn't until I held it in my hands that I was convinced this was far superior to any of the others I had ever sampled. This stand is made from pure steel and not some composite aluminum material found in the department stores. It's very tough and has a good weight to it. I would feel very comfortable hanging a 10lbs+ instrument on it. I tried to bend it gently and quickly realized it would take a lot more strength than I could expend at that moment to even put a dent into it. It is extraordinarily durable and for such a low price, I was astonished. I couldn't believe my brother would spend so much money on inferior stands when a pure gem was sitting under his nose the entire time.<br /><br />Musicians stress the importance of keeping their instrument in a safe and secure place when not in use and I can see why. My brother would flip out if I put his bass on his bed let alone the floor. If it wasn't in his hands it had to be on the stand. Comparing this stand to the other ones available is almost a joke. For the price, it can't be beaten. You're not only buying a solid piece of steel but also investing in the longevity of your equipment, and not to mention, this thing looks absolutely gorgeous holding up my brother's bass.<br /><br />If you're thinking about buying a new instrument or just replacing your current stand, you need to purchase this product. With all of the money you've already invested into your guitar/bass you'll definitely need a quality piece of equipment to keep it safe. This should be the first, last, and only stand you'll ever need...  Unless of course you've got multiple instruments. I feel much safer with this stand holding up my brother's bass than with any of the other ones out there. And for less than $20, this is the best value and ultimate compliment for your instrument."
18216	__label2__	2	Y	Camera	B0040RDT0M	"IR Wireless Remote Control for PENTAX Q, PENTAX DSLR (645D, K-5 II, K-5 II s, K-50, K-30, K-500, X-5, K-m, K-r, K-x, K-01, K-5, K-7, K10D, K20D, K100D, K110D, K200D, K2000)ist (D, DL, DL2, DS, DS2) + Premium MagicFiber Microfiber Lens Cleaning Cloth"	It worked about 50% of the time	"I have a Pentax Q10 and it detected this device about 50% of the time! I ended up going to the store and just buying a Pentax branded one and it worked every time.<br /><br />I think the reason it didn't work well was because the IR blast was very weak, while viewing this through my camera I could hardly see the IR emitter flashing but with the Pentax branded one it was extremely bright so I think it's just too weak IR wise"
18217	__label2__	4	Y	Wireless	B004QMA3U0	JBL MS-2 Car Audio Optimizer	Very powerful little device.	"It is a very powerful device!  I agree that installation in a vehicle with all the cables can be an inconvenience, but the end result is very good.  Since it has powerful processing capability, the setup is quite important.<br /><br />I found it to be a bit finicky with placement and even with volume level during setup.  You'll want to follow the instructions closely, especially if you have a subwoofer.<br /><br />I got it mainly to play around with, but have had great success using it for my computer/office setup.  It has improved clarity and midrange response dramatically and EQ'd a nice rising low bass response.  The placement of my sub created a sharp dropoff below 50hz.  The MS-2 smoothed out a large hump at 55hz and extended my bass response down to 30hz.  Nearfield imaging was improved quite a bit as well.<br /><br />I would give it five stars for my application, but it was intended for vehicle use.  The cables are problematic, so I'll knock off one star."
18218	__label2__	4	Y	Home Entertainment	B00JL6532Y	VIZIO M652i-B2 65-Inch 1080p Smart LED TV (2014 Model)	nice tv....warantee svc inadequate	"Good picture, slim design with great stand.  Blurry player fits on top of stand. Disappointed with warranted<br />Must send back to more for svc...expected local svc center, would hesitate to purchase a vizio<br />Product again for this reason"
18219	__label2__	4	Y	Watches	B000QYAS0M	Casio - CA-56-1UW	Great	Fast shipping. Delivered exactly what was advertised. The band is very sturdy and the buttons are easy to operate. Only drawback is that it doesn't have a light up screen.
18220	__label2__	5	Y	Watches	B003S4JBS2	Sprout Unisex ST1011LVIVPR  Corn Resin & Purple Organic Cotton Strap Watch	Love Sprout Watches!	"I have several Sprout watches and love them.  Nice to purchase something from a company that is globally conscious.  The corn resin case is durable, the strap is comfortable (I have a small wrist and the holes are in the right place!) the face is easy to read, and the colors are fun.  I was sorry this color did not come in the felt strap, as I have another watch with that feature and it is my favorite for comfort and fit.  One note: I did not notice (or it was not posted) that the strap has a metal buckle; many of their watches have plastic or resin.  I sometimes have an allergic reaction to metal on watch bands, but so far this has not been a problem."
18221	__label2__	5	Y	Wireless	B00IZ1VNZ2	"HTC One M8, Gunmetal Grey 32GB (AT&T)"	Superior to its competitors	"I will review the hardware more than the software, considering this is an android phone.<br /><br />I took this phone up against its biggest competitors, namely the Samsung Galaxy S5 and the LG G3.  Both of these claim to have superior screens and cameras.  It is true that both have cameras with greater megapixels - but a million megapixel camera on a 1mm screen is still going to receive insufficient levels of light to make a halfway decent photograph.  I took pictures with all three and realized very quickly that the HTC One, with its 5 megapixel dual camera, produced higher quality photographs than the others.<br /><br />Then I tested their screens.  It wasn't a hard sell.  I popped up several videos from different sources (youtube, vimeo, amazon) and played them on all three.  The LG and Samsung phones had surprisingly grainy screens, while the HTC One screen was quite clear.<br /><br />The HTC One is also good on size.  I do not have to strain to see anything or use the screen.  The speakers were slightly better quality than the LG and Samsung.  The battery also lasts a very long time, especially when I change it to Energy Saver mode, which makes it so it doesn't vibrate every time I type something into it.<br /><br />All in all, I find that the HTC One m8 is a better smartphone."
18222	__label2__	5	Y	Beauty	B003YMRBCG	"G. M. Collin Facial Treatment Phytowhite Brightening System, 4.08 Fluid Ounce"	I'm a G.M. Collin's convert.	"It works!!  I love the serum, it does make a difference in my dark spots.  The sunscreen is not really my favourite, I found it a little heavy/greasy.  But the moisturizing cream is amazing!!! I bought the cream again when I ran out - use it every morning before I put on my foundation."
18223	__label2__	3	Y	Baby	B00IJJRVR4	Medela Pump In Style Advanced Breastpump Starter Set-Model # 57081	Just okay	More convenient than a manual breast pump but also much more painful and uncomfortable. Would not purchase again.
18224	__label2__	2	Y	Watches	B0086N7XA8	"UNLISTED WATCHES Men's UL1194 City Streets Round Silver Case Black Dial,Grey Bezel, Strap Watch"	Don't be fooled it's not black	The dial on the watch is not even black! It's a kind of moss green army color. The face of the watch had a tiny dent on it. It wasn't what I expected but the style is still attractive.
18225	__label2__	5	Y	Video DVD	B00006674T	Armitage: Dual-Matrix/Armitage the Third: Poly-Matrix	Love these movies	Love these movies. Did not like that the voice actors changed between them. Personly the I think Armitage the Third: Poly-Matrix was better :)
18226	__label2__	5	Y	Shoes	B00HCID8IE	"Dr. Martens Tully Mary Jane (Toddler),Black Softy T,6 UK(7 M US Toddler)"	"A great, fantastic leather shoe - and what teen of the 90s doesn't want Docs for her kid!"	"Pros -<br />Leather: Really great quality leather. It will scuff, but it polishes up really well. Don't feel any pressure to polish your kids shoes - but it really is an easy thing to do if you want to clean them up a bit (I did for school pictures)<br />Sole: Oh my, if your toddler likes to climb up things like slides (instead of going down) then these shoes have great grip.<br />Water: This is not a boot, so don't let your kid go jumping in puddles - but the leather isn't going to soak through and be wet.<br /><br />Cons -<br />This one isn't fair because they ARE Docs... The shoe has a bigger profile than a typical mary janes and doesn't &#34;dress up&#34; as well. So, I would advise that this shoe is not suitable as a dress up shoe."
18227	__label2__	4	Y	Kitchen	B002YD99Y4	"Cuisinart GR-4N 5-in-1 Griddler, Silver, Black Dials"	Great grill.	"Performs great, cooks fish and burgers perfectly.  Clean up is very easy pop the plates out and either load in the dish washer or wipe clean in the sink as I do.  The GR-4N stowes away in less space than the two other appliances it replaced.<br /><br />I just wish I could find the waffle plates that fit the unit for less than it cost to buy the whole GR-4N.  I wish I had bought the package deal with the extra plates included."
18228	__label2__	5	Y	Tools	B002NQXEKC	"Greenlee 0353-01C Screwdriver Set, Square-Recess Tip, 4 Piece"	good quality!	"good quality, fit my hand well! I think 4 inches is the best. 6 inches is a little bit long.<br /><br />good quality, fit my hand well! I think 4 inches is the best. 6 inches is a little bit long."
18229	__label2__	2	Y	Luggage	B005ME3GQ4	"Travelpro Luggage Maxlite 2 20"" Expandable Spinner, Black, One Size"	Spinner	"Not very roomy and wheels do not roll well, esp. on carpets.  Good for weekend travel maybe; definitely not for extended periods unless able to do laundry."
18230	__label2__	4	Y	Health & Personal Care	B00I9E4W58	"Muscle Pharm BCAA 3:1:2 Powder, Unflavored, 0.39 Pound"	Four Stars	I really like this product and noticed a difference in my workouts and recovery right away. I got the unflavored product and boy is it bitter! I tried to cover it up by putting it in a smoothie and it just ruined my whole smoothie. I'm not one who is usually bothered by the flavor of things either. I'll keep taking it because I think it works really well but might consider a flavored one when this is all gone.
18231	__label2__	5	N	Books	802121357	"The Billionaire and the Mechanic: How Larry Ellison and a Car Mechanic Teamed Up to Win Sailings Greatest Race, The Americas Cup"	The Billionaire and The Mechanic	"The Billionaire and The Mechanic is very captivating and well written. As a person with no knowledge of the sailing world, nor The America's Cup, I was schooled and entertained from cover to cover. The dreams, dedication, money, and hard work that Larry Ellison and Crew put into The America's Cup, bringing it back to America is amazing as well as the goal of making the races exciting to all. The lengths that Larry had to go to keep The Races fair also piqued my interest. Larry, teaming up with the Commodore of the almost defunct, Golden Gate Yacht Club, surpassed all odds, by bringing The Cup home.<br />Julian Guthrie has brought out the diverse personalities of those in the racing world, and given the reader an inside view of Larry Ellison, the Maverick, as well as his best friend, Steve Jobs.<br />It truly is a page turner and I highly recommend you put it on your summer reading list."
18232	__label2__	5	N	Electronics	B0049P6OTI	Lepai LP-2020A+ Tripath TA2020 Class-T Hi-Fi Audio Amplifier with Power Supply	Great amp	Great little amp for music and gaming. It provides great sound and plenty of power for an apartment or room.
18233	__label2__	4	Y	Home	B004BDP656	Whitmor 6026-3562 Natural Wood Household Shelves	"I mean, it's inexpensive, but peachy."	"It's not a million dollar shoe rack. It's not amazingly high quality, but it works just fine. Goes together easily out of the box. Muddy shoes will stain it unless you stain it first."
18234	__label2__	5	Y	Electronics	B0040IAZ0S	"8 pcs of Premium Tenergy D Size 10,000mAh High Capacity High Rate NiMH Rechargeable Batteries"	"Great batteries. Lasts longer than standard, and reduces waste."	"Great batteries. Lasts longer than standard, and reduces waste.<br />I don't swap batteries as often, and I'm not discarding or recycling piles of dead batteries any more<br />Takes a long time to recharge, so buy extra spares."
18235	__label2__	5	Y	Home	B002HMBVKW	OXO Good Grips Soap Dispensing Palm Brush Refills	Good price and worth ordering here	"Good price and worth ordering here. I haven't done comparison shopping on prices, but it's great getting items I need right to my door."
18236	__label2__	3	Y	Beauty	B003N4OE7A	"Kiss My Face All Purpose Natural Peace Castile Soap, Grassy Mint, 17 Ounce"	shipping problem	"Really good soap. But shipping package comes in the shape different from advertised picture. The picture has bottle cap. The shipment came with pump. Pump is weak and broken. Leaking contents within the package. Nevertheless, really great soap for really reasonable price. The soap also smells great. Shipping came with reasonable protection, but the pump made everything weak. A bottle cap for shipment and pump on the side for usage would have made it perfect. But Too late now."
18237	__label2__	5	Y	Jewelry	B001941TP6	Sterling Silver and Peridot Pendant Necklace	Good for a gift	Very nice piece. Larger than expected. My wife purchased a longer chain and loves this necklace. Recommend to buy it.
18238	__label2__	5	Y	Musical Instruments	B00SC80YLM	Audio-Technica ATH-M70x Professional Monitor Headphones	Great headphones for professionals.	"First of all, these are professional headphones. If you are buying headphones to listen to fully produced music and movies, do not buy these!<br /><br />Professionals use headphones like these to create those products for you, that's why they sound &#34;terrible&#34; to some.<br /><br />As a professional video editor/audio sweetener, I recommend these to my peers. They're comfortable, they fit perfectly on your ears (even for women) and they sound wonderful!"
18239	__label2__	3	Y	PC	B008RDI0TU	"iPad mini Keyboard Case, New Trent NT31B Airbender Mini Rugged Splash Resistant Dirt and Shockproof Wireless Bluetooth iPad mini Keyboard Case with Built-in Screen Protector for iPad mini 1 2 3 Only"	not easily moveable to use screen a lot better products out ...	not easily moveable to use screen a lot better products out on the market that are softer and more plyable
18240	__label2__	5	Y	Electronics	B004SY9OVA	"OREI Grounded Universal 2 in 1 Plug Adapter Type L for Italy, Uruguay & more - High Quality - CE Certified - RoHS Compliant WP-L-GN"	Worked great	"I had previously used a cheap adapter, and discarded those in disgust.  For my most recent trip I bought one of these, and it worked great.  Unfortunately I left it behind in Italy, so I will be buying another one of these next time I have to go."
18241	__label2__	1	N	Health & Personal Care	B005076GSS	Migraine Wrap Headache Relief Band - Removable Gel Pack with Velcro Closure	Not Microwave Safe	"The Velcro head wrap is nice and sits comfortably over my forehead. The gel pack insert is easy to remove and reinsert.<br /><br />The problem is with heating it. The instructions state ""Place the pack in microwave and set timer for a max of 40 seconds"" along with some other basic guidelines. I read and followed the instructions. At about 15 seconds, there was a popping sound. I immediately stopped the microwave and checked on the pack. It was melted and bubbling on the surface. With pressure, gel now leaks from it. This pack is NOT capable of being heated in a microwave.<br /><br />I didn't get the chance to try freezing it, so I don't know how well that works.<br /><br />One star - because it can't withstand the very minimum of what it's meant to."
18242	__label2__	5	Y	Books	62301233	"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future"	"Important Book If you are a Tesla, Space X or Elon Musk Fan"	"This book confirms that Elon Musk will go down as one of the greatest entrepreneurs in American history. The book is an incredible inspiration for anyone who has a business as it details the many times that he could have failed and didn't because of his incredible commitment, dedication and vision. He has many of the talents of Gates and Jobs but his wealth accumulation and his impact will likely exceed both. SpaceX earlier this week was just certified by the US Air Force to launch satellites for the Pentagon, wrestling the monopoly away from the United Launch Alliance, a joint space venture formed in 2006 by Lockheed Martin and Boeing Defense. This should allow SpaceX to capture a major portion of the $80 billion annual revenues from space launches.  This is the first of many biographies about Musk that will be written just like was done for Steve Jobs who is really the only person that can be fairly compared to Musk. More than likely Musk's contributions to tech and humanity will far exceed Jobs as they nearly have now and he is 15 years younger than Jobs and will likely far out live him. The book is not an authorized autobiography but ultimately Musk agreed to allow the author dozens of personal hours of time with him in which he was able to reveal many details about his life. Some of the facts I found fascinating is that while everyone knows that he is from South Africa, I have read many articles about Elon but never saw any mention of his American ancestry which goes back many generations. His great grandfather and grandfather were actually American chiropractors both graduating from the Palmer school. His grandfather was quite the explorer and aviator and eventually moved his family to South Africa but wound up dying in an aviation accident.  The book describes Musk as having a photographic memory and reading up to two books a day while he was a child. When he ran out of books he started reading the Encyclopedia Britannica. This is likely one of the characteristics that contributed to his success. But the downside of his brain is that he would frequently reflect on items and he had challenges making friends as a child. This was such an issue that his parents had his adenoids removed  hoping that it would solve the problem.  So while Elon was born in South Africa, America can rightly claim his as hers as most of his innovations were in the US and his ancestral lineage is here.  It is also interesting that his mother was strikingly beautiful and was a finalist for Miss South Africa and continued to be a model into her sixties.  Although the book is not an authorized by Elon, it offers many important early details into his life and will quite likely eventually emerge as one of the most important American entrepreneurs ever born. The writing is easy and even more enjoyable to read the Walter Isaacson's authorized Jobs biography. While I have yet to read the entire book and will update my review once I have, if you are a Tesla or Musk fan than I strongly recommend that you read this deeply inspirational book.  BTW, I personally own two Tesla S sedans. I preordered my first one nearly two years before it was made and got one of the first 2000 made. I liked it so much I gave it to my girlfriend and I purchased the P85 two years later. I will purchase the P85D in the next year or so but will wait till they add more features. Not only has the Tesla rated much higher than any other car Consumer Report ever evaluated but it is the safest car or SUV ever tested.  The P85D has an insane mode that will move the four door sedan from 0 to 60 in 3.2 seconds, but because it has two electric motors and is an all wheel drive car it is faster 0-30 than any commercial car out there, including Ferrari, MclLaren, Lamborghini or Corvettes"
18243	__label2__	2	Y	Home Entertainment	B004GK0GKO	WD TV Live Hub 1TB Media Center (Old Model)	"Great potential, but ultimately unreliable"	"We've been using the Western Digital WD TV Live Hub 1 TB Media Center for 9 months or so and when it works, it provides a very nice entertainment experience.  The image and sound quality are great, the system plays back almost any file format that you feed it, and, when it can find/stay connected, playback of media from other devices on our network works well.  We keep our media on a NAS and so the Hub's NAS support was a major determining factor for us, but the support is not very strong.<br /><br />The Media Library feature would be fantastic, if it worked. This feature grabs and displays metadata for your media, like screencaps, reviews and cast details from videos, in a browseable interface. It also (supposedly) tracks recently added media and recently viewed/listened media, to help you more easily access things that are in your heavy rotation.  The few times that system has been able to scan our media (less than 100 GB of movies, approximately 500 GB of music), we've really liked this feature.  The initial library scan takes hours and even if we set the system to not rescan on reboot, it does anyway. We thought maybe we were asking too much for the Library to work with our NAS (although, were disappointed that that might ebe the case), so we copied our media to the Hub's drive.  But even playback of local media is sketchy -- on start-up, the system can take anywhere from 3 to 5 minutes before it can find media on _its own drive_. And anytime you switch sources, say from the Hub's hard drive to a network share, the scanning has to be done again for the Library to function.<br /><br />If you don't care about any of the advanced features, or the number of clicks and pauses it may take to play back a song or video, the Hub _does_ work as a basic media playback device.  But that's not how Western Digital advertises (or charges for) it.<br /><br />We've give the Hub a fair shot -- we're relatively technically adept in my household and we've read manuals and forums and have tried a variety of settings to no avail.  We even tested it beyond the Amazon return window, hoping a charmed combo of settings or a firmware upgrade might fix these issues, but the upgrades seem to center on the addition of new services, like Spotify or MLB.com and we've noticed no improvement in the issues that plague us. That sort of expansion is welcome, but we'd rather the focus was on making the device's basics solid.  We're stuck with the Western Digital WD TV Live Hub, but we don't recommend it."
18244	__label2__	5	Y	Watches	B00AAQRJA8	Stuhrling Original Mens Vintage Mechanical Pocket Watch - Stainless Steel Analog Skeleton Hand Wind Mechanical Watch with Belt Clip Stainless Steel Chain 6053.33113	Great looking pocket watch!	"I bought this as a present for my boyfriend- he is a visual merchandiser at a suit store, and has to dress well and look really good at work. He LOVES this pocket watch, and so do all of his coworkers. It looks and feels very sturdy and good, and it makes such a satisfying sound when he winds it. It's become his signature piece and a lot of his clients now even know him as 'the guy with the pocket watch.' I definitely recommend!"
18245	__label2__	5	Y	Home	B0015QPYQ8	Perforated Aluminum French Baguette Dual Loaf Bread Pan	Beginner Gluten Free Baker here to review!	"I bought this so my little one and I could finally have some french bread with her favorite meal which is spaghetti and meatballs. Since both of as are highly gluten intolerant and the store bought brands of gluten free french breads and baguettes are either a) inedible or b) really expensive, I decided to try my hand at making some myself. Gluten free dough sticks like nobody's business but this pan wouldn't know it! All I did was brush a little olive oil on before spooning the dough onto it and after it rises and bakes it came right off! Voila! Just like a little miracle, we have bread like everyone else :) Yay! Now if I can just get my GF pizza dough to do the same thing... hmmm, a pizza pan made the same way?? Are you listening SCI Scandicrafts?"
18246	__label2__	5	Y	Health & Personal Care	B00BV4HEBC	"Cottonelle Gentle Care Toilet Paper with Aloe and E, Double Roll, 12 Count (Pack of 4)"	Happy	"The store I usually get Cottonelle from sells 18 double rolls for about $18 usually.  (I know this sounds high, but I'm pretty sure this is what I pay-- could be 24 rolls but no more than that).  So this is currently $27.88 for 48 double rolls.  I've seen a lot of negative comments about how expensive this is, but it's a lot of toilet paper!  I've had this a month with a family of four and am only about 2/3 through it.  Even if it was a little cheaper at the store, I think for convenience I prefer to get it through Amazon.  I usually have a huge package of toilet paper and that's about all that will fit in my cart.<br /><br />Update:  Didn't realize the price fluctuates frequently...by A LOT...$27.88 is good.  Why does it go from that to $49.26?? Wait for it to go down, because you can buy for much cheaper than $49+ in stores."
18247	__label2__	4	Y	Electronics	B00DZI8UF6	Hello Kitty HK-ZEB-WM Headphones with Zebra Design	Great for kids and wife even uses!	$15 bucks and I got a set of headphones that actually fit my kids heads.  WORTH!<br />Definitely not disappointed at all.
18248	__label2__	3	Y	Electronics	B00D8W3MSO	8219 MDA RGB CGA EGA to VGA Industrial Converter for CNC SMT Monitor Replacement : Mazak Fanuc Mitsubishi Siemens Hitachi Ge Matsushita Mazak Heidenhain Tatung Totoku Magnetek Toshiba	Possible inexpensive fix for legacy monitors	The concept is great and I am sure many of these units are in service working.  Mine was DOA and the instructions are poor.
18249	__label2__	1	Y	Apparel	B000F4NMJC	Elf Ears	Elf ears- get glue!	"They did not stay on, needed glue or tape or makeup, did not include so we didn't think we would need. We didn't use them"
18250	__label2__	5	Y	Beauty	B0033314BK	"Nailtiques Nail Protein Formula, # 2, 0.25 Ounce"	Amazing!!!	"Miracle product.  turned my soft peeling nails into strong, growing, beautiful nails.  Now i have to file or cut them every week!  Will never stop using.  Worth every penny.  Never tried other nail proteins, never had the need to look elsewhere.<br />The way i use:  apply one coat on day 1 and a second on day two.  Wear until it wears away at the tips, about 5 days usually.  REmove with regular polish and repeat cycle.  I don't add more than two coats at a time.<br />Also, make sure to use the right formula for your nails (go by description).  formula 2 is my miracle.  I tried 2 plus because it seemed even &#34;stronger&#34; but it wasn't right for my nails."
18251	__label2__	5	Y	Shoes	B00EP06C08	"adidas Men's Tour 360 ATV M1 Golf ShoeWhite/Metallic Silver/White,11.5 M US"	Great shoe! They run a little small	Great shoe!  They run a little small.  I tried them on at Dicks Sporting Goods in size 11 and ordered a 11.5 from Amazon.  They fit perfectly and are very comfortable.
18252	__label2__	5	Y	Toys	B004TAAGFQ	Tenzi Game dice color may vary .	Fun from the 11 year old to grandma!	"This was a great Christmas gift for my son.  It is portable, and anyone can play!  We've played it in the different variations.  It is fun!"
18253	__label2__	5	Y	Home Entertainment	B0044UHJWY	Epson PowerLite Home Cinema 8350 Projector	Great product	"This is a great projector with great quality. We use ours in a hanging auditorium room setting and the only thing I think is negative is that the do focus must be adjusted manually. But wants we set it, it didn't need to be adjusted - however I don't like that feature. However If u are hanging it then that won't matter. If you do hang it as long as you are running the same configuration then it also won't matter. I recommend it."
18254	__label2__	5	Y	Baby	B000S8O9ME	"Changing Lifestyles Safe-er-Grip 17"" Bath & Shower Handle"	Circumference and length	"Handle is great size for gripping plus enough distance from wall to allow for even larger fingers.  Thus, great for any age or need to ensure stabilization getting in/out or up/down.  Good length, too.  Sister-in-law is using in an rental apt so she can take it with her."
18255	__label2__	5	Y	Video Games	B0053B5X76	LEGO City Undercover: The Chase Begins - Nintendo 3DS	Lego Undercover 3ds game	"My son loves Lego anything and this game does not disappoint . He's happy , then I'm happy. My son says that he can travel around the city and that was the most fun to him. So I guess you have missions but if you want to just look around you can do that too."
18256	__label2__	5	Y	Apparel	B00C7J8VXU	Doublju Mens Raglan V-Neck T-shirts NAVYRED (US-M)	Love it	"I'm 150lbs, almost 6ft, athletic build, lots of cardio and swiming. This s*** fits snug in all the right places, but breathes in others. Not too short in length either. Love the wide v-neck. The material is SUPER soft too. Almost like my Banana Republic Cashmere's. Highly recommend for my body build."
18257	__label2__	5	N	Books	793822114	The Guide to Owning a Weimaraner	Nice pictures	It's a cute book with lots of pictures of the breed. The writings and suggestions are not super helpful.<br />It's perfect for our coffee table.
18258	__label2__	5	Y	PC	B00KU686D2	WD 8TB My Book Duo Desktop RAID External Hard Drive - USB 3.0 - WDBLWE0080JCH-NESN	"I've only had this dual-drive for about 1 month, ..."	"I've only had this dual-drive for about 1 month, but no issues so far.  It seems very fast.  Using Acronis software, I backed up 44 GB in about 20 minutes.  I'm using it in a RAID 1 configuration, so 4TB mirrored."
18259	__label2__	5	Y	Video DVD	B0062QHZJU	eCupid	lovely and hilarious	Great movie and sweet like that saying you don't know what you got til its gone this movie tells a tale of just that
18260	__label2__	3	Y	Watches	B0000BX8L1	Timex Kids T72881 Lizards Watch with Multi-Colored Elastic Fabric Strap	Fun but not Indiglo	"I bought this watch to replace an older one that had gotten scratched.  The lizard second hand is fun and the band is comfortable.  I was disappointed, however, to find out that this model does not have the Indiglo back light like the previous one.  In the product photo, the green lizard is covering up the part on the watch face where the Indiglo imprint would have been."
18261	__label2__	5	Y	Luggage	B000SKXROI	"Lewis N. Clark On Air Adjustable and Inflatable Neck Pillow Perfect for Travel, Blue"	Easy and comfortable	The air neck pillow worked very well on a very long flight.  It was very easy to inflate and could be adjusted to just the right level for each individual.  It also packed away back into the pouch.
18262	__label2__	5	Y	PC	B00TFID3AC	"Dragon Touch A1 Plus 10.1-Inch Quad Core Google Android 4.4 KitKat Tablet PC, 8GB, Dual Camera"	does everything I need	"Using this tablet for school and class purposes and I have to say I'm not disappointed in my purchase, originally wanted an iPad but the price was just too much for me. With this device I can run excel sheets and browse the web all while running a bunch of programs in the background."
18263	__label2__	5	Y	Furniture	B00HCZ0XC6	"Best Price Mattress 12-Inch Grand Memory Foam Mattress, Queen"	Mmmmmmm	A heavenly mattress. This is what I image clouds are made of.<br />Great. i said &#34;GREAT!&#34; For my back. :)
18264	__label2__	3	Y	Shoes	B00BRKPBII	"Skechers Performance Women's Go Walk Cozy Slipper,Chesnut,8.5 M US"	"Nice, comfortable shoes"	"Nice, comfortable shoes. These run very large. Great with ski socks. If using without thick socks purchase a smaller size."
18265	__label2__	5	Y	Camera	B0036FAW0E	PBL Photo Equipment Carry Bag Padded With Wheels Telescopic Handle	Very good for the price	"Yes the wheels are a little weak but with any effort at all, they can be repaired in a couple of ways.  Mine work fine and I am very pleased with my purchase."
18266	__label2__	5	Y	Books	1441316310	Studio Series Artist's Tiles: White (75 pack)	These are great for projects and the fact that they come with ...	"These are great for projects and the fact that they come with corners all cut, they provide a nice finished look."
18267	__label2__	5	Y	Outdoors	B000DZF6WO	Schwinn Pillow Top Cruiser Bicycle Seat	Super soft!	Wonderful bike seat! Super soft and comfortable. There will be no more pain when we go on longer bike rides.
18268	__label2__	5	Y	Toys	786958731	Dungeons & Dragons: The Legend of Drizzt Board Game	"Nice alternative to real D&D, can be played in the amt of time of a traditional board game"	"These D&D board games are really fun. I don't have time to play real D&D any more, the days on having 8 hours free on the weekend are long gone. But this is a nice alternative. It is basically D&D, but the player characters are set in advance. You don't have to look up stuff in guides, because info about armor class and damage and spells and such, are all on the playing cards. Nobody has to play the role of Dungeon Master, because the encounter/instructions tell you what all the monsters do, who they go after, etc. It is also random each time, because the way you place the board tiles and draw cards, it makes it different. There are a zillion parts/pieces, so I recommend you get a little case with subdividers to hold everything, or else get a bunch of ziplock bags."
18269	__label2__	4	Y	Automotive	B003TMGOZ6	Dodge Dakota Tear Drop Key Chain	Very nice	I would recommend. Only thing I don't like about it is that the black scratches off very easy in my husbands pocket.
18270	__label2__	1	Y	Office Products	B00AMRJFYI	"HI-VISION HI-YIELDS Compatible Ink Cartridge Replacement for HP 940XL ( Black,Cyan,Magenta,Yellow , 4-Pack )"	smudges	"The cartridges seem to be of high quality, but from the first printing they smudged considerably. I pulled them out to see if there was anything obviously wrong and I could see that the ink jet nozzle outlets were covered with a sturdy clear plastic cover. I tried to remove the covers buy they were firmly attached. The cartridges will probably work OK without the plastic but I have no way to remove it (short of total destruction of the nozzle)."
